sa1   DS   G1
sa0   DS   G1
sa1   DS   G10
sa0   DS   G10
sa1   DS   G11
sa0   DS   G11
sa1   DS   G12
sa0   DS   G12
sa1   DS   G13
sa0   DS   G13
sa0   DS   G14
sa1   DS   G14
sa1   DS   G15
sa0   DS   G15
sa1   DS   G16
sa0   DS   G16
sa1   DS   G17
sa0   DS   G17
sa1   DS   G18
sa0   DS   G18
sa1   DS   G19
sa0   DS   G19
sa0   DS   G2
sa1   DS   G2
sa1   DS   G20
sa0   DS   G20
sa0   DS   G21
sa1   DS   G21
sa0   DS   G22
sa1   DS   G22
sa0   DS   G23
sa1   DS   G23
sa0   DS   G24
sa1   DS   G24
sa1   DS   G25
sa0   DS   G25
sa1   DS   G26
sa0   DS   G26
sa1   DS   G27
sa0   DS   G27
sa1   DS   G28
sa0   DS   G28
sa0   DS   G29
sa1   DS   G29
sa1   DS   G3
sa0   DS   G3
sa1   DS   G30
sa0   DS   G30
sa1   DS   G31
sa0   DS   G31
sa1   DS   G32
sa0   DS   G32
sa0   DS   G33
sa1   DS   G33
sa0   DS   G34
sa1   DS   G34
sa0   DS   G35
sa1   DS   G35
sa1   DS   G36
sa0   DS   G36
sa0   DS   G37
sa1   DS   G37
sa0   DS   G38
sa1   DS   G38
sa0   DS   G39
sa1   DS   G39
sa1   DS   G4
sa0   DS   G4
sa0   DS   G40
sa1   DS   G40
sa0   DS   U212/Z
sa1   DS   U212/Z
sa1   DS   G5
sa0   DS   G5
sa1   DS   G6
sa0   DS   G6
sa1   DS   G7
sa0   DS   G7
sa1   DS   G8
sa0   DS   G8
sa1   DS   G9
sa0   DS   G9
sa0   DS   U278/Z
sa1   DS   U278/Z
sa1   DS   U331/Z
sa1   DS   U331/A2
sa0   DS   U331/Z
sa0   DS   G1353
sa1   DS   G1353
sa1   DS   U331/A1
sa1   DS   U350/A1
sa1   DS   U350/Z
sa1   DS   U350/A2
sa0   DS   U350/Z
sa0   DS   G1341
sa1   DS   G1341
sa1   DS   U333/A1
sa1   DS   U333/Z
sa1   DS   U333/A2
sa0   DS   U333/Z
sa0   DS   G1337
sa1   DS   G1337
sa1   DS   U322/A1
sa1   DS   U322/A2
sa0   DS   U322/Z
sa1   DS   U322/Z
sa0   DS   G1334
sa1   DS   G1334
sa1   DS   G1333
sa1   DS   U330/A2
sa1   DS   U330/Z
sa1   DS   U330/A1
sa0   DS   U330/Z
sa0   DS   G1333
sa1   DS   U327/A2
sa0   DS   U280/Z
sa1   DS   U280/Z
sa1   DS   U327/Z
sa0   DS   U327/Z
sa0   DS   G1332
sa1   DS   G1332
sa1   DS   U327/A1
sa1   DS   U287/A2
sa1   DS   U287/Z
sa0   DS   U287/Z
sa0   DS   G1330
sa1   DS   G1330
